SMPDB ID,Pathway Name,Pathway Subject,Metabolite ID,Metabolite Name,HMDB ID,KEGG ID,ChEBI ID,DrugBank ID,CAS,Formula,IUPAC,SMILES,InChI,InChI Key
SMP0000001,Citrullinemia Type I,Disease,PW_C000414,Adenosine triphosphate,HMDB0000538,C00002,15422,DB00171,56-65-5,C10H16N5O13P3,"({[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)phosphonic acid",NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,"InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",ZKHQWZAMYRWXGA-KQYNXXCUSA-N
SMP0000001,Citrullinemia Type I,Disease,PW_C001316,Carbon dioxide,HMDB0001967,C00011,16526,"",124-38-9,CO2,methanedione,O=C=O,InChI=1S/CO2/c2-1-3,CURLTUGMZLYLDI-UHFFFAOYSA-N
SMP0000001,Citrullinemia Type I,Disease,PW_C001034,Adenosine diphosphate,HMDB0001341,C00008,16761,,58-64-0,C10H15N5O10P2,"[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]phosphonic acid",NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,"InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-27(21,22)25-26(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",XTWYTFMLZFPYCI-KQYNXXCUSA-N
SMP0000001,Citrullinemia Type I,Disease,PW_C001441,Phosphoric acid,HMDB0002142,C00009,26078,,7664-38-2,H3O4P,phosphoric acid,OP(O)(O)=O,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)",NBIIXXVUZAFLBC-UHFFFAOYSA-N
SMP0000001,Citrullinemia Type I,Disease,PW_C000862,Carbamoyl phosphate,HMDB0001096,C00169,17672,"",590-55-6,CH4NO5P,(carbamoyloxy)phosphonic acid,NC(=O)OP(O)(O)=O,"InChI=1S/CH4NO5P/c2-1(3)7-8(4,5)6/h(H2,2,3)(H2,4,5,6)",FFQKYPRQEYGKAF-UHFFFAOYSA-N
SMP0000001,Citrullinemia Type I,Disease,PW_C000123,L-Aspartic acid,HMDB0000191,C00049,17053,DB00128,56-84-8,C4H7NO4,(2S)-2-aminobutanedioic acid,N[C@@H](CC(O)=O)C(O)=O,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1",CKLJMWTZIZZHCS-REOHCLBHSA-N
SMP0000001,Citrullinemia Type I,Disease,PW_C000148,Oxalacetic acid,HMDB0000223,C00036,30744,,328-42-7,C4H4O5,2-oxobutanedioic acid,OC(=O)CC(=O)C(O)=O,"InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)",KHPXUQMNIQBQEV-UHFFFAOYSA-N
SMP0000001,Citrullinemia Type I,Disease,PW_C000140,Ornithine,HMDB0000214,C00077,15729,DB00129,70-26-8,C5H12N2O2,"(2S)-2,5-diaminopentanoic acid",NCCC[C@H](N)C(O)=O,"InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1",AHLPHDHHMVZTML-BYPYZUCNSA-N
SMP0000001,Citrullinemia Type I,Disease,PW_C001104,Phosphate,HMDB0001429,C00009,18367,"",14265-44-2,O4P,phosphate,[O-]P([O-])([O-])=O,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3",NBIIXXVUZAFLBC-UHFFFAOYSA-K
SMP0000001,Citrullinemia Type I,Disease,PW_C000723,Citrulline,HMDB0000904,C00327,16349,DB00155,372-75-8,C6H13N3O3,(2S)-2-amino-5-(carbamoylamino)pentanoic acid,N[C@@H](CCCNC(N)=O)C(O)=O,"InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)/t4-/m0/s1",RHGKLRLOHDJJDR-BYPYZUCNSA-N
SMP0000001,Citrullinemia Type I,Disease,PW_C000396,L-Arginine,HMDB0000517,C00062,16467,DB00125,74-79-3,C6H14N4O2,(2S)-2-amino-5-carbamimidamidopentanoic acid,N[C@@H](CCCNC(N)=N)C(O)=O,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1",ODKSFYDXXFIFQN-BYPYZUCNSA-N
SMP0000001,Citrullinemia Type I,Disease,PW_C000200,Urea,HMDB0000294,C00086,16199,DB03904,57-13-6,CH4N2O,urea,NC(N)=O,"InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)",XSQUKJJJFZCRTK-UHFFFAOYSA-N
SMP0000001,Citrullinemia Type I,Disease,PW_C001027,Manganese,HMDB0001333,C19610,29035,,16397-91-4,Mn,manganese(2+) ion,[Mn++],InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N
SMP0000001,Citrullinemia Type I,Disease,PW_C000036,Argininosuccinic acid,HMDB0000052,C03406,15682,,2387-71-5,C10H18N4O6,(2S)-2-{3-[(4S)-4-amino-4-carboxybutyl]carbamimidamido}butanedioic acid,N[C@@H](CCCNC(=N)N[C@@H](CC(O)=O)C(O)=O)C(O)=O,"InChI=1S/C10H18N4O6/c11-5(8(17)18)2-1-3-13-10(12)14-6(9(19)20)4-7(15)16/h5-6H,1-4,11H2,(H,15,16)(H,17,18)(H,19,20)(H3,12,13,14)/t5-,6-/m0/s1",KDZOASGQNOPSCU-WDSKDSINSA-N
SMP0000001,Citrullinemia Type I,Disease,PW_C000088,Fumaric acid,HMDB0000134,C00122,18012,DB04299,110-17-8,C4H4O4,(2E)-but-2-enedioic acid,OC(=O)\C=C\C(O)=O,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+",VZCYOOQTPOCHFL-OWOJBTEDSA-N
SMP0000001,Citrullinemia Type I,Disease,PW_C000032,Adenosine monophosphate,HMDB0000045,C00020,16027,DB00131,61-19-8,C10H14N5O7P,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}phosphonic acid",NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",UDMBCSSLTHHNCD-KQYNXXCUSA-N
SMP0000001,Citrullinemia Type I,Disease,PW_C000170,Pyrophosphate,HMDB0000250,C00013,18361,DB04160,14000-31-8,O7P2,(phosphonooxy)phosphonate,[O-]P([O-])(=O)OP([O-])([O-])=O,"InChI=1S/H4O7P2/c1-8(2,3)7-9(4,5)6/h(H2,1,2,3)(H2,4,5,6)/p-4",XPPKVPWEQAFLFU-UHFFFAOYSA-J
SMP0000001,Citrullinemia Type I,Disease,PW_C000353,Calcium,HMDB0000464,C00076,29108,DB01373,14127-61-8,Ca,calcium(2+) ion,[Ca++],InChI=1S/Ca/q+2,BHPQYMZQTOCNFJ-UHFFFAOYSA-N
